id,AFIR_sim,SCIM_sim,TLss_sim,TLss_frac_change,TL0_05tau_frac_change,AFIR_thy,AFIR_simple_thy,SCIM_thy,SCIM_simpler_thy,SCIM_simplest_thy,CL,dose,T0,L0,keT,keL,keDT,keTL,Kd_DT,Kd_TL,kon_DT,kon_TL
733,0.942,0.942,1.65e-06,0.000401,1.21e-16,1,5410,9.67,5310,5410,2.4,1.35,0.0564,0.0128,24.6,378,2.54,1.09,0.00157,410,4.08,153
734,1,1,1160000,-7.22e-13,2.01e-16,1,3610000,0.0375,0.0375,44800000,2.4,108,16.4,894,127,117,27.4,1.03,122,0.0122,6950,2430
735,0.88,0.992,5.47,-7.44e-09,5.04e-14,0.99,98.9,445,500,1330,2.4,227,14.8,11.6,20.3,1.02,0.101,26.6,0.0608,31.1,70.5,773
736,1,1,43.8,-3.41e-15,-1.3e-15,1,3460000,10.6,10.6,12800000,2.4,2.96,0.31,72,858,24.6,10.9,109,5.6,0.498,139,9090
737,0.00287,0.423,0.00944,2.1e-07,-1.55e-16,0.649,1.85,0.244,0.255,452,2.4,63.1,0.236,0.0175,1.55,1.15,927,220,3.68,0.00532,2820,1230
738,1,1,20.1,-3.53e-16,-1.24e-15,1,3.69e+09,1040,1060,7.62e+09,2.4,6.51,0.85,38.7,1260,7.75,0.0654,16,795,1.55,509,188
739,1,1,0.000467,3.38e-10,-1.16e-15,1,310000,608000,8240000,1.5e+08,2.4,103,3,0.000117,176,1.55,0.129,188,19.4,0.689,150,2940
740,1,1,62.8,0,-2.26e-15,1,76700,1330,1330,2.89e+08,2.4,0.193,951,0.00426,53.8,29,0.617,7.43,0.118,0.0608,27.8,1970
741,0.888,0.897,0.00012,3.45e-09,0,0.999,1620,0.0553,124,1770,2.4,5.79,0.353,0.0462,17.6,29.3,356,984,152,1.9,198,8.21
742,1,1,0.00909,8.78e-15,-4.31e-13,1,42700000,564,9060000,4.5e+07,2.4,7.83,193,0.0143,312,69.3,0.584,6.03,519,303,175,1480
743,0.0406,0.185,0.0155,1.59e-06,-4.79e-15,0.879,7.25,16,37.8,38.6,2.4,460,30.9,0.227,2.85,7.8,0.593,91.2,0.485,81.6,13.3,50
744,0.935,0.936,2.48e-06,5.11e-13,-1.6e-16,1,5880,0.0693,606,5960,2.4,5.53,0.0261,0.0384,91.9,3.53,1340,682,380,0.0274,91.5,1.8
745,0.907,0.907,0.00402,6.23e-08,0,1,2700,2.61,54.1,2700,2.4,11.2,0.0892,26.7,60.8,873,42.4,1120,8.03,0.00596,37.4,2.08
746,0.0419,0.042,1.16e-10,1.87e-08,1.49e-16,0.954,20.7,0.315,20.8,20.8,2.4,25.2,0.00621,0.000215,1.28,5.23,4.01,910,1.26,400,40.4,11.3
747,0.984,0.985,4.85e-05,2.77e-14,-1.38e-16,1,20500,246,4490,22000,2.4,0.287,0.00114,0.225,107,1.29,0.512,408,0.0198,0.0805,1940,79.5
748,0.997,0.999,4.33e-05,-1.83e-06,0,1,111000,5.87,37900,277000,2.4,0.285,0.808,0.000417,3.65,6.28,1.55,90.1,9.9,0.00214,1.25,11.6
749,0.987,1,0.423,2.49e-10,5.25e-16,0.997,350,7.07,8.02,14000,2.4,0.567,2.26,0.00444,2.65,5.83,2.06,2.39,0.107,0.02,752,638
750,1,1,3.48,4.78e-13,-2.55e-16,1,2440,1260,2060,5790,2.4,11,8.13,1.91,217,16.6,0.162,12.6,0.0162,0.0111,2410,2.82
751,0.931,0.93,3.27e-06,1.31e-11,2.41e-16,0.973,35.4,0.433,35,35.5,2.4,0.397,0.0189,0.000125,52,129,119,15.8,0.00763,0.228,6240,35.3
752,0.9,0.899,0.00085,7.23e-09,1.15e-16,1,4100,10.7,90.9,4100,2.4,15.2,0.00726,0.0479,86.4,273,7.16,1.52,3.79,0.319,15.1,31.5
753,0.965,0.999,0.139,4.82e-10,0,0.56,1.27,10,32.2,37.8,2.4,641,62.2,0.427,45.9,4.01,95.4,352,0.15,0.0162,77.3,1.85
754,0.999,1,380,-1.17e-11,0,1,7110000,149,150,1.37e+08,2.4,50.5,20.5,21.6,1.49,228,1.58,236,107,0.407,6.21,311
755,1,1,3.98e-05,1.92e-14,1.7e-16,1,71200000,6580,6600000,83900000,2.4,20.1,0.051,0.000267,802,10.3,0.143,12.3,213,0.00206,2520,36.3
756,0.512,0.694,1.26e-05,2.82e-06,-1.86e-16,0.964,27.1,0.913,45.6,54.4,2.4,0.227,0.0111,0.000193,9.68,1.47,21,15.7,0.00236,0.0575,2430,260
757,0.939,0.939,0.0199,1.1e-08,-1.64e-16,0.997,391,62.1,156,391,2.4,8.6,0.0532,175,402,302,4.25,93.4,0.0079,403,222,2.48
758,0.00291,0.00283,5.48e-06,-1.59e-05,-1.12e-16,0.577,1.36,0.811,0.915,1.36,2.4,101,0.000754,8.85,474,21.9,68.3,4.98,0.00114,0.00353,4600,1.44
759,0.801,0.816,0.0147,8.42e-11,-1.92e-16,0.999,1490,287,550,1650,2.4,119,0.0276,0.632,348,7.01,0.677,26.2,0.269,0.485,253,54.5
760,0.117,0.117,1.86e-05,1.68e-07,0,0.984,62.1,12.8,60,62.2,2.4,243,0.0159,0.382,10.1,38,0.717,153,0.114,3.2,1.09,4.37
761,0.988,0.988,0.00046,1.07e-10,-2.33e-16,1,24900,0.0278,225,25700,2.4,1.28,3.93,0.000905,1.78,54.9,65.8,3.09,976,7.6,10.3,115
762,0.998,0.998,0.00253,-7.04e-13,-1.71e-16,1,274000,253,513,274000,2.4,0.984,0.0026,0.724,702,532,1.45,22.7,0.389,0.0024,24.9,30.6
763,0.841,0.841,8.82e-09,-2.93e-08,1.58e-16,1,2100,4.85,2100,2100,2.4,416,0.00507,0.00024,2.78,414,0.572,6.36,149,116,4.92,53.8
764,0.857,0.857,6.35e-08,-8.31e-09,0,1,2820,0.183,2370,2820,2.4,21.4,0.00599,0.000584,29.7,369,162,107,260,47.1,11.9,9340
765,0.809,0.85,0.00799,-3.18e-09,-4.34e-14,0.998,419,0.832,83.9,568,2.4,4.2,1.49,0.0155,2.68,2.83,4.33,1.66,0.00562,2.46,1.84,2230
766,1,1,91.4,-9.33e-16,0,1,55900000,1.62,1.62,70700000,2.4,0.57,0.0366,169,5.13,34.4,10.4,16.9,1.13,0.0646,1.93,5610
767,0.999,1,42.7,-1.21e-10,-4.83e-13,1,9830,7.65,7.88,348000,2.4,69.5,45.6,684,62.5,1.38,105,761,75.1,730,64.8,9580
768,0.996,0.997,0.00303,-2.62e-09,-1.43e-16,1,4950,17.5,2080,5850,2.4,1.45,0.657,0.00867,58.9,301,4,156,0.366,0.00117,120,83.5
769,0.846,0.846,1.57e-06,1.03e-07,0,0.999,801,0.0552,708,801,2.4,8.9,0.204,0.000315,42.2,113,764,3.36,107,34.6,1510,214
770,0.999,0.999,0.297,-2.08e-13,0,1,352000,0.533,0.534,356000,2.4,0.658,0.000647,42.5,61.2,40,117,62.5,0.754,0.00101,4030,684
771,1.03,1.02,0.00121,-7.7e-06,0,1,2050,236,3210,3590,2.4,1.17,0.248,0.000864,5.81,5.37,0.0402,2.94,0.00995,0.175,10.6,591
772,0.823,0.823,1.39e-09,-0.786,-2.45e-16,1,2200,0.0369,2050,2200,2.4,1.47,0.00134,0.000878,11,137,298,292,0.00188,697,4.1,115
773,0.992,0.992,0.000482,-1.68e-10,-1.12e-16,1,39000,80.8,135,39100,2.4,6.26,0.000329,6.17,40.7,2.37,0.41,28.1,1.01,2.35,197,15.3
774,0.767,0.777,0.0657,2.52e-09,1.64e-16,0.922,11.8,0.126,5.45,12.8,2.4,65.4,6.7,0.058,8.73,45.3,72.9,2.39,3.01,3.91,31.1,3.5
775,0.00937,0.00937,8.52e-06,-7.07e-05,5.96e-16,0.815,4.41,3.88,4.41,4.41,2.4,206,0.142,0.105,6.38,1410,0.2,27.5,0.00147,16,9.28,66.8
776,1,1,234,0,1.22e-16,1,1090000,516,516,2.55e+08,2.4,0.165,11.3,0.252,1060,111,0.153,28,0.00626,0.00252,20.3,2920
777,0.562,0.554,8.41e-08,-0.167,0,0.998,609,0.012,88.2,609,2.4,0.48,0.0013,0.00781,3.94,865,335,869,0.00185,0.0544,16.6,13
778,0.876,0.875,0.0145,-4.97e-09,-2.1e-16,0.973,36.7,0.00231,0.294,36.9,2.4,1.59,2.12,0.2,1.02,588,543,30.5,20,0.153,634,1.2
779,1,1,0.175,-1.59e-16,0,1,3590000,182,183,7220000,2.4,153,0.00259,29.5,6.16,4.21,3.92,719,35,0.00632,2.11,1670
780,1.13,1.1,0.00224,-1.23e-07,-4.25e-16,1,7290,1630,9350,9540,2.4,877,0.653,0.014,83.4,101,0.0558,212,3.52,3.62,7.06,249
781,0.955,1,158,2e-13,0,1,5090,877,877,45200000,2.4,727,261,0.0226,9.3,177,0.273,224,5.77,0.00713,8190,7450
782,0.994,0.994,0.000248,-2.49e-11,-1.3e-15,1,2720,5.36,2680,2720,2.4,11.4,8.33,0.0285,26.4,276,4.92,4.53,4.8,951,692,103
783,0.418,0.587,6.56e-05,-3.45e-08,-1.94e-15,0.993,132,1.61,258,259,2.4,288,8.85,0.00129,9.37,5.04,11.3,55.8,37.4,101,14.8,42.2
784,0.996,0.996,1.4e-09,-3.44e-07,-2.95e-16,1,1e+05,44.4,99000,1e+05,2.4,9.13,0.000242,0.000211,136,234,3.05,54,17.1,35.3,1890,52.3
785,0.0654,0.0654,4.11e-06,-1.02e-07,2.16e-16,0.963,25.9,0.0152,2.12,25.9,2.4,0.829,0.00947,6.27,6.28,1.27,411,4.93,0.00131,944,354,17.9
786,0.0938,0.0937,1.05e-06,-7.71e-07,-1.52e-16,0.976,40.9,0.117,26.2,41,2.4,4.58,0.00694,0.0275,36.6,248,313,81,0.0256,0.33,241,4.84
787,1,1,0.00054,0,2.01e-16,0.998,531,12.3,1630,1640,2.4,0.322,67.5,0.00694,139,52.1,34.6,1390,0.0207,2.86,2350,1.61
788,0.997,0.997,2.35,2.17e-11,0,0.978,44.4,2.52,2.71,45,2.4,9.98,0.186,328,1.72,76,47.7,137,0.00175,0.0037,5730,5.3
789,0.807,0.917,0.13,-1.14e-08,0,0.939,15.3,0.141,1.82,40.7,2.4,304,4.7,0.00103,66.8,1340,1170,16.1,2.55,0.00381,18.1,535
790,1,1,1.33e-07,-1.21e-13,0,1,5320000,1090,5300000,5330000,2.4,11.8,0.116,0.000172,153,5.65,0.141,15.3,47.8,149,5680,64
791,1,1,0.156,8.52e-15,1.78e-16,1,47400000,4.09,4.09,47600000,2.4,46.5,0.000201,1.84,190,106,0.991,3.81,576,0.00144,1050,4140
792,0.141,0.141,0.093,2.08e-08,-1.68e-16,0.986,70.1,0.0456,0.0457,70.3,2.4,277,0.00142,299,1240,10.7,324,12.2,0.0514,0.228,460,29.5
793,0.138,0.138,2.29e-06,6.44e-08,0,0.987,75.3,7.14,69.7,75.4,2.4,124,0.00192,0.877,177,3.64,22.4,129,0.0904,9.68,25.2,1.39
794,1,1,469,-6.18e-15,0,1,1940000,912,917,1.25e+08,2.4,195,181,8.14,1150,3.34,0.49,3.67,133,0.111,5.82,1.21
795,1,1,158,8.13e-12,0,0.826,4.76,1.78,1.97,27.6,2.4,8.85,108,11.9,2.25,71.8,12.9,25.8,0.00856,3.67,4780,5.82
796,0.793,0.79,1.06e-07,-0.00404,-1.97e-16,0.999,1800,0.265,511,1800,2.4,1.48,0.000361,0.00569,39.8,591,150,1.6,4.13,15.3,35.6,3230
797,1,1,76.1,4.25e-10,-1.87e-16,1,1040000,139,140,3380000,2.4,1.93,0.939,0.622,430,317,0.0794,5.81,0.147,0.0061,511,3690
798,0.713,0.714,2.36e-06,0.000466,1.28e-16,0.999,1200,0.0161,15.9,1200,2.4,0.892,0.0033,0.000991,3,695,191,86.7,4.05,0.921,3.76,1300
799,0.853,0.855,0.162,4.38e-08,-2.93e-16,0.925,12.4,12.6,12.7,12.7,2.4,838,17.4,3.81,56.6,941,0.0506,451,0.00589,0.00102,42,1.29
800,0.998,0.998,0.00305,1.91e-12,-1.42e-16,1,75700,742,810,75700,2.4,76.5,0.000285,648,1.54,26.3,0.208,171,0.54,58.5,38.1,95.5
801,1,1,0.0264,2.02e-09,0,1,4500000,5.01,5.05,4500000,2.4,0.23,0.000188,35.1,841,1320,1.42,1.15,0.0978,0.023,1.27,5.05
802,1,1,10.5,1.58e-14,0,1,223000,426,521,4090000,2.4,0.665,43.4,32.8,5.61,4.81,0.542,260,0.841,2.75,4.16,1.96
803,0.933,0.933,0.000279,-4.38e-13,0,1,6420,0.0725,4.76,6420,2.4,0.127,0.0194,12.3,1.97,4.74,27,1.26,9.19,799,4320,38.6
804,1,1,3.01,8.26e-15,0,1,1.7e+07,1570,5230,1.53e+08,2.4,2.89,63.3,0.0106,1290,1370,5.18,38.6,164,0.119,1470,371
805,0.941,0.941,7.76e-07,-3.71e-07,0,0.999,1680,456,1650,1680,2.4,24,0.000133,0.539,77.3,3.93,0.124,151,0.0435,0.00175,13.1,1.74
806,1,1,39.3,6.09e-13,-5.61e-15,1,143000,0.81,1.92,191000,2.4,0.852,71.6,391,51.9,14,73.7,46.7,53.2,711,1.7,20.2
807,0.955,0.991,0.353,1.68e-10,0,0.999,693,2400,2470,3880,2.4,374,0.166,0.0616,650,12.1,0.046,9.64,0.0147,0.00793,2700,464
808,1,1,0.045,0,1.23e-13,1,20600,11600,617000,5150000,2.4,0.813,666,0.00013,17.9,31.7,0.378,22.8,0.0736,1.92,1.72,4280
809,1,1,27.2,-2.61e-16,1.27e-14,1,3810,1.75,1.8,1490000,2.4,0.178,331,2.06,24.4,16.3,431,480,0.471,25,129,3970
810,1,1,2.06e-05,8.49e-14,0,1,7830000,145,28100,7830000,2.4,14.5,0.00398,0.527,710,395,4.89,942,646,0.0202,23.4,9.26
811,0.993,1,42.6,3.38e-12,1.67e-16,1,8520,202,202,7540000,2.4,439,8.03,0.106,875,11.6,0.943,25.4,2.86,0.00364,27.5,1560
812,0.974,0.994,0.13,-2.99e-11,-2.97e-15,0.994,159,0.416,31.8,691,2.4,337,45,0.0374,43,190,448,181,405,12.8,8.26,1940
813,0.915,0.991,1.08,-3.48e-11,2.03e-16,1,6090,0.104,0.118,67700,2.4,12.2,1.71,0.03,2.27,4.29,40.1,1.19,813,0.0206,674,45.2
814,0.976,0.994,5.42e-05,-5.8e-10,0,0.799,3.99,2.06,15.5,15.5,2.4,858,12.8,0.000109,419,15.6,684,89.5,4.52,1.2,5760,3.68
815,0.999,1,1080,4.26e-13,0,1,28800000,0.61,0.61,4.21e+10,2.4,3.8,2.23,94.9,54.7,1.43,302,184,35.3,0.0524,1.11,1280
816,0.977,0.978,0.82,-8.99e-11,0,0.992,127,0.861,2.44,134,2.4,4.57,1.65,4.47,17.1,8.16,14.5,2.36,0.112,6.66,53.7,1.1
817,0.878,0.894,0.000309,1.56e-08,3.14e-15,0.98,48.1,3,56.2,56.3,2.4,12.6,3.6,0.0159,5.42,8.57,2.01,67.6,0.17,164,136,57.4
818,1,1,0.0985,1.26e-12,3.66e-15,1,37500,1550,23700,295000,2.4,0.654,12,0.000576,10.8,89.3,0.0515,3.59,0.0948,0.0677,31.7,1400
819,1,1,9.18,1.94e-16,1.94e-16,0.998,403,30.5,33.3,33100,2.4,0.144,70.9,8.68,5.15,7.83,19.2,601,0.00258,30.1,2240,16.2
820,1,1,1720,-1.04e-13,-1.32e-16,1,17400,1.63,1.63,20300,2.4,1.71,0.273,611,3.84,42.3,1.5,2.44,0.00192,0.0959,3130,2870
821,0.958,0.958,0.00434,-5.13e-08,3.83e-16,0.999,763,696,757,763,2.4,895,0.0488,18,361,3.24,0.0419,1.11,0.0657,194,869,407
822,1,1,0.0214,-7.94e-14,0,1,62300000,856,1300,69400000,2.4,1.44,0.0122,3.94,8.99,7.09,0.119,149,33,2,3610,574
823,0.032,0.0325,4.98e-05,8.42e-08,0,0.93,13.2,12.8,13.4,13.4,2.4,497,0.315,0.0167,73.7,926,0.26,160,0.0187,3.34,845,1800
824,0.999,1,0.463,4.53e-14,-2.88e-15,0.999,1050,6040,9090,226000,2.4,47.5,52.3,0.0119,82,1.45,0.979,7.96,0.494,1.33,543,630
825,0.00944,0.0094,4.34e-09,-0.0132,-3.44e-16,0.818,4.51,0.996,4.5,4.51,2.4,26.2,0.00133,0.000226,1.12,607,0.873,1.88,0.0122,0.649,13.5,1090
826,0.95,0.949,0.000357,5.14e-09,0,0.987,75.9,3.73,65.4,76,2.4,9.4,0.045,0.00561,683,783,173,8.34,0.0293,0.00402,1430,12.5
827,0.808,0.81,1.1e-07,-3.5e-08,3.91e-16,0.998,658,37.3,667,667,2.4,0.443,0.0115,0.000785,26.9,2.6,0.691,206,0.00565,64.2,1220,74.2
828,0.988,0.988,0.000665,-1.78e-09,0,1,15500,19.6,1210,15500,2.4,1.53,0.0444,1.11,267,500,13.5,70.6,0.00235,72.9,13.7,466
829,1,1,0.004,0,0,0.998,533,1890,61200,62800,2.4,27.9,572,0.000195,188,7.65,11.4,43.6,0.0116,0.115,15.5,1.57
830,1,1,0.00713,-4.13e-15,-1.22e-16,1,5420000,0.841,1.06,5490000,2.4,0.363,0.00185,225,8.01,1.81,661,696,0.462,57.6,1.65,971
831,1,1,0.000343,1.58e-16,0,1,2410000,0.884,1.29,2410000,2.4,0.133,0.000156,1.03,1.62,796,5.96,6.93,94,0.444,44,269
832,1.03,1,29.8,2.14e-09,-4e-14,1,19500,7450,9790,454000,2.4,552,222,16,34.8,13.7,0.0423,164,6.62,119,1.02,3710
833,0.971,0.99,0.000304,-3.94e-09,2.12e-15,0.241,0.318,0.19,0.937,0.937,2.4,25.4,133,0.000116,1.11,2.73,13.7,1.99,0.0172,49.2,209,3.12
834,0.662,0.77,0.256,-8.27e-09,-1.67e-16,0.945,17.2,11.4,27.7,30.1,2.4,192,10.5,0.0413,11.7,127,1.09,11.8,0.244,0.00216,711,9.11
835,1,1,0.301,-4.79e-15,0,1,7330000,0.0611,0.0619,7990000,2.4,0.375,0.00451,176,134,1.24,1070,64.3,1.45,0.0771,1.95,25.2
836,0.0336,0.0324,3.38e-08,-9.07e-07,0,0.943,16.4,0.0163,1.61,16.5,2.4,30.6,0.000113,0.00174,4.69,83,287,3.56,7.78,0.00555,16.3,19.5
837,1,1,0.346,2.16e-14,-1.6e-16,0.99,96.3,2.94,81.3,409,2.4,0.328,48.8,0.0304,2.32,1160,6.5,332,0.0351,2.29,4540,166
838,1,1,1.34,8.28e-16,1.66e-16,1,2250,7.31,21,82100,2.4,0.195,92,4.94,180,3.46,609,453,0.00396,0.00136,516,1.34
839,1,1,163000,3.57e-15,0,1,1870000,1.51,1.51,2.17e+09,2.4,144,97.7,936,7.3,34.7,153,231,18.1,0.00124,2.17,414
840,0.995,1,0.393,1.32e-12,-1.41e-16,0.982,55.7,1590,1690,52100,2.4,52.8,24,0.00401,47.7,1.99,1.68,19,0.0852,0.0194,9060,84.3
841,1,1,0.0177,-7.43e-11,0,1,978000,6060,10700,979000,2.4,49.2,0.0137,114,1.79,412,0.105,1130,2.85,0.0116,2080,12.9
842,0.991,0.992,4.8e-07,-4.41e-16,2.19e-16,1,28100,282,28100,28200,2.4,25,0.0343,0.000452,76.6,22.3,0.269,51.6,2.03,27.8,11.7,12.4
843,0.588,0.587,1.42e-07,3.64e-12,0,0.998,566,444,566,566,2.4,30.2,0.00129,0.00727,975,1030,0.475,6.5,0.00435,37.2,186,4.13
844,0.927,0.929,0.000519,1.02e-11,-1.94e-16,0.999,934,1.79,17,973,2.4,0.843,0.00502,1.06,332,3.43,188,265,0.144,0.13,962,28.3
845,0.996,0.998,0.00011,-4.32e-13,-1.22e-16,0.999,1150,62.6,1930,2100,2.4,809,0.0727,0.000401,1.6,209,0.0725,631,21.8,0.00156,44.5,2410
846,0.999,1,0.0567,1.39e-12,1.22e-16,1,9300,50800,66500,591000,2.4,20.8,1.26,0.00196,925,33.5,0.276,72.3,0.0358,0.0206,23,3150
847,0.972,0.993,2.26,2.33e-10,0,1,35000,2.83,2.85,140000,2.4,0.885,0.0828,1.4,2.15,1.96,1.3,3.64,0.266,0.0156,21.2,103
848,0.454,0.474,3e-04,-3.3e-07,0,0.997,369,0.00933,1.28,407,2.4,10.2,0.0949,0.00299,4.17,7.49,492,3.61,148,0.275,2.25,20.8
849,0.0145,0.0145,3.26e-09,3.94e-07,-2.36e-16,0.874,6.96,1.32,6.94,6.96,2.4,750,0.000304,0.00225,1.89,4.42,1.17,10.9,2.66,3.05,423,2320
850,0.949,0.949,0.233,1.31e-08,6.78e-16,1,5680,0.303,0.426,5680,2.4,1.08,0.0996,21.2,12.6,84.1,15.1,1.34,4.83,8.61,546,1540
851,1,1,0.0748,4.32e-11,-1.86e-16,1,107000,0.298,1.06,1730000,2.4,0.152,3.08,0.00146,29.1,3.55,1130,1.05,45.7,0.0124,2.37,22
852,0.999,0.999,0.0438,-6.05e-11,1.58e-16,1,244000,332,3790,245000,2.4,4.47,0.465,61.9,147,27.6,0.436,124,2.26,655,1.82,487
853,1,1,1.37,1.63e-16,-1.63e-16,1,153000,1210,1670,2.41e+08,2.4,2.62,799,0.00258,438,1.15,154,3.4,0.00137,1.04,1.31,7.33
854,1,1,17.3,2.05e-16,2.05e-16,1,747000,266,1190,6830000,2.4,0.418,550,0.552,1200,55.5,32.1,14.4,6.9,4.26,7510,1.08
855,1,1,2.31,-6.36e-15,0,1,10600000,3.35,3.36,27600000,2.4,3.72,0.0307,170,74.3,2.17,76.9,257,126,0.176,22.6,123
856,0.986,0.987,0.0164,-7.23e-08,0,1,32900,0.0558,0.117,35400,2.4,0.995,0.0195,0.186,21.9,7.3,274,6.31,198,0.216,3.63,2510
857,1,1,201,1.41e-16,0,1,2.45e+09,1.67,1.67,6.41e+09,2.4,0.44,0.0556,804,296,60.9,237,395,136,0.0703,18.9,2590
858,0.983,0.997,7.59,3.27e-10,1.17e-16,1,27000,2.13,2.13,158000,2.4,11.8,0.107,1.86,2.45,46.4,25.8,55,1.74,0.00591,9640,2720
859,0.0214,0.0214,2.15e-11,-3.32e-11,0,0.912,10.3,3.18,10.3,10.3,2.4,530,0.000428,0.00035,1.91,132,0.417,278,0.972,0.0596,26.5,1.87
860,1,1,4.22,2.1e-16,-2.1e-16,1,59600,109000,223000,4020000,2.4,5.68,318,0.966,698,88,0.228,1340,0.0871,5.76,97.1,20
861,1,1,0.0208,-1.15e-14,-1.67e-16,1,14300000,31.7,33.3,14400000,2.4,3.98,0.00108,27.5,50.9,1.25,0.24,5.35,74,0.00404,325,3.76
862,0.00229,0.00226,1.07e-07,-0.00017,1.44e-16,0.52,1.08,0.332,0.873,1.08,2.4,98.6,0.000395,0.00548,3.29,507,7.82,7.57,0.0833,0.0107,94.9,215
863,1,1,1.51e-06,2.8e-15,1.4e-16,1,28800000,123,38600,28800000,2.4,1.52,0.000474,0.044,31,43.9,0.278,1030,295,4.13,1990,106
864,0.997,0.997,30,6.05e-10,2.36e-16,1,135000,0.0334,0.0338,135000,2.4,6.07,0.303,186,42.3,128,98,2.88,192,1.88,9.46,8340
865,0.244,0.244,1.38e-05,2.6e-07,0,0.967,29.4,0.129,29.2,29.4,2.4,33.4,1.81,0.00687,5.66,1020,43.7,79.9,6.24,186,897,2.37
866,0.996,1,39.6,2.96e-11,3.76e-15,0.999,885,9.13,12.6,9950,2.4,381,171,50.7,11.9,82.4,89.5,1080,95.6,215,1740,254
867,0.000766,0.000766,2.37e-13,-1.87e-06,0,0.265,0.361,0.131,0.361,0.361,2.4,9.56,0.00073,0.00033,14.7,755,72,244,0.0018,703,5900,3.2
868,0.939,0.971,0.000475,4.19e-09,-1.77e-15,0.992,118,18.3,230,232,2.4,465,1.15,0.029,1110,1.02,110,58.7,3.26,67.2,88.5,58.4
869,0.886,0.886,0.0024,-6.67e-08,0,1,2550,21.3,36,2550,2.4,22,0.0019,0.151,16.8,355,0.37,1.68,0.897,0.106,1530,8150
870,0.872,0.997,0.124,6.26e-10,0,0.92,11.5,511,528,539,2.4,311,9.94,0.00328,45.2,108,0.137,130,0.00645,0.0268,60.5,554
871,0.753,0.751,0.415,-9.88e-08,-2.01e-16,0.999,838,0.0142,0.0151,840,2.4,4.95,0.0359,78.3,1.65,11.7,257,3.76,0.00206,3.98,17.3,3.4
872,0.995,0.995,0.0604,7.49e-11,-1.14e-16,1,79300,68.3,224,79500,2.4,5.62,0.139,12.7,10.5,1240,1.73,363,3.77,2.22,361,13.5
873,1,1,25.5,-7.69e-14,1.39e-16,1,2650000,0.137,0.141,2660000,2.4,1.32,0.688,25.8,1030,298,208,1.54,557,0.0845,228,2.52
874,1,1,21.7,1.64e-16,-3.27e-16,0.999,1000,27.5,27.8,3770000,2.4,0.509,886,0.0148,4.21,221,26.7,569,0.619,0.158,9470,1270
875,1,1,116,-1.6e-13,1.23e-16,1,23200,29.6,29.6,75700000,2.4,1.29,56.4,2.1,2.01,1.67,3.39,99.2,0.408,0.803,1280,449
876,0.964,0.964,1.04e-06,7.09e-08,1.96e-16,1,12700,0.0746,9.64,12700,2.4,0.737,0.000139,0.0206,34.4,223,459,18.2,0.011,0.205,4.45,7.46
877,0.999,1,24,-3.66e-14,-2.97e-16,1,150000,474,478,1.71e+08,2.4,14.3,234,0.588,4.07,24,1.48,669,36.5,5.07,623,973
878,1,1,0.181,1.84e-15,1.53e-16,0.999,1710,416,1570,1730,2.4,1.4,5.48,0.0703,924,1180,1.65,4.43,0.00267,1.09,1840,4.29
879,1,1,0.00348,1.25e-16,0,1,75700000,2300,3070,75700000,2.4,1.03,0.00118,32.7,313,1110,0.31,846,7.13,5.34,139,149
880,0.985,0.985,6.26e-06,5.14e-15,-1.33e-16,1,18300,12.6,15100,18600,2.4,0.188,0.0411,0.000121,4,18.2,0.323,4.75,0.226,0.347,66.5,11
881,1,1,24.7,-1.44e-11,0,1,133000,0.0315,0.0326,134000,2.4,0.265,0.89,460,49.9,983,814,24.8,32,16.5,2160,1130
882,0.666,0.666,7.44e-08,4.82e-07,2.37e-16,0.998,568,8.54,569,570,2.4,11.6,0.00634,0.000206,550,78.1,63.6,302,0.0166,0.00259,103,25.8
883,1,1,88300,-3.3e-16,1.65e-16,1,687000,8.02,8.02,2.06e+08,2.4,5.36,201,105,302,20.9,1.02,7.47,0.866,0.198,6760,180
884,1,1,6.63e-06,-3.06e-10,1.28e-16,1,1080000,3.09,70,1080000,2.4,3.12,0.000144,46,1.66,121,2.15,114,867,993,4.62,42
885,0.976,0.977,408,1.63e-08,1.36e-16,0.331,0.495,0.501,0.51,0.522,2.4,607,319,194,1.69,328,0.444,8.25,0.0074,148,296,18.6
886,1,1,1280,5.34e-15,0,1,426000,472,489,1170000,2.4,145,128,735,1.76,1100,2.25,1100,10.5,72.3,2750,897
887,1,1,0.00239,-6.47e-12,0,1,23600,99.8,19800,26600,2.4,2.52,2.08,0.00162,216,516,2.43,44.9,0.554,0.837,2600,78.1
888,0.918,0.918,6.64e-06,2.66e-08,-1.17e-16,0.985,67.1,0.16,66.1,67.1,2.4,0.343,0.196,0.00106,3.86,707,24.1,53.2,0.11,28.6,2470,660
889,0.993,0.994,7.54e-06,2.87e-09,-1.9e-15,1,8650,171,9480,9490,2.4,513,2.16,0.00205,24.1,43.5,0.152,1140,23.2,582,1190,329
890,0.929,0.941,0.000785,-9.9e-10,-4.55e-15,0.994,158,0.143,132,195,2.4,73.1,2.94,0.00187,60.1,3.42,516,1.75,75.9,6.57,78.3,91.5
891,1,1,3.62e-05,-6.3e-12,0,0.987,75.8,0.344,87,87.2,2.4,0.174,6.59,0.000148,5.83,204,19.4,125,0.013,0.0367,831,4.66
